country,year,co2
Japan,2018,1143.458
Japan,2019,1105.929
Japan,2020,1030.775
Japan,1946,52.707
Japan,2006,1267.362
Japan,2005,1290.371
Japan,2004,1282.862
Japan,2003,1287.468
Japan,1986,912.26
Japan,1987,902.53
Japan,1988,985.464
Japan,1989,1021.682
Japan,1990,1158.007
Japan,1991,1169.692
Japan,1992,1179.396
Japan,1984,937.07
Japan,1993,1172.339
Japan,1995,1239.62
Japan,1996,1251.531
Japan,1997,1244.781
Japan,1998,1204.993
Japan,1999,1241.611
Japan,2000,1264.375
Japan,2001,1249.766
Japan,1994,1227.273
Japan,1945,76.635
Japan,1882,2.514
Japan,1943,150.637
Japan,1889,6.254
Japan,1890,6.756
Japan,1891,8.123
Japan,1892,8.075
Japan,1893,8.574
Japan,1894,11.025
Japan,1895,12.227
Japan,1896,12.916
Japan,1897,13.542
Japan,1898,17.246
Japan,1899,17.272
Japan,1900,19.412
Japan,1901,23.274
Japan,1902,24.945
Japan,1903,25.787
Japan,1888,5.17
Japan,1887,4.474
Japan,1886,3.605
Japan,1885,3.349
Japan,1868,0.011
Japan,1869,0.018
Japan,1870,0.018
Japan,1871,0.026
Japan,1872,0.033
Japan,1873,0.04
Japan,1874,0.586
Japan,1904,29.052
Japan,1875,1.44
Japan,1877,1.29
Japan,1878,1.858
Japan,1879,2.316
Japan,1880,2.349
Japan,1881,2.415
Japan,1944,138.733
Japan,1884,2.957
Japan,1876,1.403
Japan,1905,29.931
Japan,1883,2.711
Japan,1907,35.072
Japan,1928,92.391
Japan,1929,94.88
Japan,1930,86.166
Japan,1931,77.904
Japan,1932,77.981
Japan,1933,91.342
Japan,1934,101.203
Japan,1936,116.849
Japan,1937,125.431
Japan,1938,131.735
Japan,1939,127.747
Japan,1940,153.244
Japan,1941,154.605
Japan,1942,147.792
Japan,1906,32.855
Japan,1927,89.482
Japan,1926,82.605
Japan,1935,106.382
Japan,1924,79.348
Japan,1908,37.633
Japan,1925,82.011
Japan,1909,38.256
Japan,1910,39.384
Japan,1911,44.21
Japan,1912,49.281
Japan,1914,58.016
Japan,1915,52.842
Japan,1913,54.315
Japan,1917,67.484
Japan,1918,71.543
Japan,1919,79.194
Japan,1920,74.28
Japan,1921,66.809
Japan,1922,71.43
Japan,1916,58.598
Japan,1923,75.907
Kazakhstan,1953,55.392
Kazakhstan,1959,92.451
Kazakhstan,1958,87.91
Kazakhstan,1957,82.348
Kazakhstan,1954,60.514
Kazakhstan,1955,68.627
Kazakhstan,1952,52.348
Kazakhstan,1960,96.286
Kazakhstan,1956,75.241
Kazakhstan,1961,99.302
Kazakhstan,1969,148.911
Kazakhstan,1963,111.738
Kazakhstan,1964,118.806
Kazakhstan,1965,126.031
Kazakhstan,1966,133.1
Kazakhstan,1967,139.147
Kazakhstan,1968,143.019
Kazakhstan,1970,156.668
Kazakhstan,1951,48.876
Kazakhstan,1971,166.123
Kazakhstan,1962,104.219
Kazakhstan,1950,45.087
Kazakhstan,1931,12.462
Kazakhstan,1948,35.564
Kazakhstan,1972,174.672
Kazakhstan,1927,6.365
Kazakhstan,1928,7.09
Kazakhstan,1929,7.637
Kazakhstan,1930,10.376
Kazakhstan,1932,14.043
Kazakhstan,1933,15.686
Kazakhstan,1935,21.486
Kazakhstan,1936,24.646
Kazakhstan,1949,40.433
Kazakhstan,1937,25.196
Kazakhstan,1939,26.918
Kazakhstan,1940,32.264
Kazakhstan,1941,28.352
Kazakhstan,1942,15.381
Kazakhstan,1943,16.053
Kazakhstan,1944,23.279
Kazakhstan,1945,24.666
Kazakhstan,1946,27.736
Kazakhstan,1947,33.406
Kazakhstan,1938,26.593
Kazakhstan,1973,181.926
Kazakhstan,2011,239.66
Kazakhstan,1975,198.233
Kazakhstan,2001,143.585
Kazakhstan,2002,161.037
Kazakhstan,2003,178.962
Kazakhstan,2004,188.547
Kazakhstan,2005,201.8
Kazakhstan,2006,221.13
Kazakhstan,2007,227.55
Kazakhstan,2008,228.67
Kazakhstan,2009,223.11
Kazakhstan,2000,149.054
Kazakhstan,2010,249.067
Kazakhstan,2012,245.836
Kazakhstan,2013,253.729
Kazakhstan,2014,279.032
Kazakhstan,2015,288.582
Kazakhstan,2016,288.686
Kazakhstan,2017,307.909
Kazakhstan,2018,317.28
Kazakhstan,2019,295.869
Kazakhstan,2020,291.336
Kazakhstan,1926,5.12
Kazakhstan,1999,124.986
Kazakhstan,1998,150.161
Kazakhstan,1997,155.571
Kazakhstan,1976,205.676
Kazakhstan,1977,212.478
Kazakhstan,1978,219.572
Kazakhstan,1979,221.234
Kazakhstan,1980,229.824
Kazakhstan,1981,225.147
Kazakhstan,1982,229.303
Kazakhstan,1983,232.346
Kazakhstan,1984,234.214
Kazakhstan,1985,252.665
Kazakhstan,1986,257.694
Kazakhstan,1987,256.44
Kazakhstan,1988,273.227
Kazakhstan,1989,264.207
Kazakhstan,1990,281.461
Kazakhstan,1991,271.695
Kazakhstan,1992,247.263
Kazakhstan,1993,219.593
Kazakhstan,1994,185.658
Kazakhstan,1995,178.381
Kazakhstan,1996,163.941
Kazakhstan,1974,188.716
Kazakhstan,1925,3.534
Kazakhstan,1934,18.977
Kazakhstan,1923,3.005
Kazakhstan,1855,0.023
Kazakhstan,1856,0.026
Kazakhstan,1857,0.029
Kazakhstan,1858,0.032
Kazakhstan,1859,0.034
Kazakhstan,1860,0.045
Kazakhstan,1861,0.057
Kazakhstan,1862,0.051
Kazakhstan,1863,0.054
Kazakhstan,1854,0.02
Kazakhstan,1864,0.06
Kazakhstan,1866,0.182
Kazakhstan,1867,0.209
Kazakhstan,1868,0.174
Kazakhstan,1869,0.236
Kazakhstan,1870,0.257
Kazakhstan,1871,0.346
Kazakhstan,1872,0.356
Kazakhstan,1873,0.334
Kazakhstan,1874,0.405
Kazakhstan,1865,0.058
Kazakhstan,1853,0.017
Kazakhstan,1852,0.014
Kazakhstan,1851,0.011
Kazakhstan,1924,3.58
Kazakhstan,1831,0.001
Kazakhstan,1832,0.001
Kazakhstan,1833,0.001
Kazakhstan,1834,0.0014117647058823
Kazakhstan,1835,0.0018235294117647
Kazakhstan,1836,0.002235294117647
Kazakhstan,1837,0.0026470588235294
Kazakhstan,1838,0.0030588235294117
Kazakhstan,1839,0.0034705882352941
Kazakhstan,1840,0.0038823529411764
Kazakhstan,1841,0.0042941176470588
Kazakhstan,1842,0.0047058823529411
Kazakhstan,1843,0.0051176470588235
Kazakhstan,1844,0.0055294117647058
Kazakhstan,1845,0.0059411764705882
Kazakhstan,1846,0.0063529411764705
Kazakhstan,1847,0.0067647058823529
Kazakhstan,1848,0.0071764705882352
Kazakhstan,1849,0.0075882352941176
Kazakhstan,1850,0.008
Kazakhstan,1875,0.466
Kazakhstan,1876,0.579
Kazakhstan,1830,0.001
Kazakhstan,1878,0.772
Kazakhstan,1903,4.833
Kazakhstan,1904,5.377
Kazakhstan,1905,4.8
Kazakhstan,1906,5.475
Kazakhstan,1907,6.132
Kazakhstan,1908,6.17
Kazakhstan,1909,6.513
Kazakhstan,1910,6.387
Kazakhstan,1911,6.622
Kazakhstan,1902,4.941
Kazakhstan,1912,7.501
Kazakhstan,1914,7.354
Kazakhstan,1915,6.75
Kazakhstan,1916,7.195
Kazakhstan,1917,6.621
Kazakhstan,1918,2.641
Kazakhstan,1919,2.256
Kazakhstan,1920,2.057
Kazakhstan,1921,2.231
Kazakhstan,1877,0.591
Kazakhstan,1913,8.149
Kazakhstan,1901,5.115
Kazakhstan,1922,2.72
Kazakhstan,1899,4.398
Kazakhstan,1900,4.983
Kazakhstan,1880,0.929
Kazakhstan,1881,0.979
Kazakhstan,1882,1.031
Kazakhstan,1883,1.173
Kazakhstan,1884,1.191
Kazakhstan,1885,1.298
Kazakhstan,1886,1.331
Kazakhstan,1887,1.408
Kazakhstan,1888,1.469
Kazakhstan,1879,0.792
Kazakhstan,1890,1.797
Kazakhstan,1898,3.791
Kazakhstan,1889,1.586
Kazakhstan,1896,2.924
Kazakhstan,1895,2.872
Kazakhstan,1897,3.381
Kazakhstan,1893,2.454
Kazakhstan,1892,2.094
Kazakhstan,1891,1.978
Kazakhstan,1894,2.5
Kyrgyzstan,1959,8.178
Kyrgyzstan,1953,4.9
Kyrgyzstan,1954,5.352
Kyrgyzstan,1955,6.07
Kyrgyzstan,1956,6.656
Kyrgyzstan,1957,7.284
Kyrgyzstan,1958,7.776
Kyrgyzstan,1960,8.517
Kyrgyzstan,1970,13.878
Kyrgyzstan,1962,9.222
Kyrgyzstan,1963,9.888
Kyrgyzstan,1964,10.514
Kyrgyzstan,1965,11.153
Kyrgyzstan,1966,11.78
Kyrgyzstan,1967,12.318
Kyrgyzstan,1968,12.664
Kyrgyzstan,1969,13.188
Kyrgyzstan,1952,4.63
Kyrgyzstan,1971,14.733
Kyrgyzstan,1961,8.785
Kyrgyzstan,1951,4.323
Kyrgyzstan,1940,2.855
Kyrgyzstan,1949,3.577
Kyrgyzstan,1927,0.564
Kyrgyzstan,1972,15.506
Kyrgyzstan,1928,0.627
Kyrgyzstan,1929,0.676
Kyrgyzstan,1930,0.918
Kyrgyzstan,1931,1.103
Kyrgyzstan,1932,1.243
Kyrgyzstan,1933,1.388
Kyrgyzstan,1935,1.901
Kyrgyzstan,1936,2.18
Kyrgyzstan,1937,2.229
Kyrgyzstan,1938,2.353
Kyrgyzstan,1939,2.382
Kyrgyzstan,1941,2.509
Kyrgyzstan,1942,1.362
Kyrgyzstan,1943,1.421
Kyrgyzstan,1944,2.061
Kyrgyzstan,1945,2.183
Kyrgyzstan,1946,2.454
Kyrgyzstan,1947,2.956
Kyrgyzstan,1948,3.146
Kyrgyzstan,1950,3.988
Kyrgyzstan,1973,16.168
Kyrgyzstan,1996,5.664
Kyrgyzstan,1975,17.655
Kyrgyzstan,2002,4.921
Kyrgyzstan,2003,5.382
Kyrgyzstan,2004,5.808
Kyrgyzstan,2005,5.515
Kyrgyzstan,2006,5.419
Kyrgyzstan,2007,6.519
Kyrgyzstan,2008,7.547
Kyrgyzstan,2009,6.737
Kyrgyzstan,2010,6.314
Kyrgyzstan,2001,3.861
Kyrgyzstan,2011,7.554
Kyrgyzstan,2013,9.658
Kyrgyzstan,2014,10.095
Kyrgyzstan,2015,10.279
Kyrgyzstan,2016,9.646
Kyrgyzstan,2017,9.348
Kyrgyzstan,2018,11.698
Kyrgyzstan,2019,11.018
Kyrgyzstan,2020,11.508
Kyrgyzstan,1926,0.453
Kyrgyzstan,2012,9.998
Kyrgyzstan,2000,4.602
Kyrgyzstan,1999,4.648
Kyrgyzstan,1998,5.915
Kyrgyzstan,1976,18.323
Kyrgyzstan,1977,18.936
Kyrgyzstan,1978,19.577
Kyrgyzstan,1979,19.724
Kyrgyzstan,1980,20.491
Kyrgyzstan,1981,20.097
Kyrgyzstan,1982,20.469
Kyrgyzstan,1983,20.754
Kyrgyzstan,1984,20.93
Kyrgyzstan,1985,22.564
Kyrgyzstan,1986,22.528
Kyrgyzstan,1987,21.726
Kyrgyzstan,1988,21.713
Kyrgyzstan,1989,21.051
Kyrgyzstan,1990,19.369
Kyrgyzstan,1991,16.002
Kyrgyzstan,1992,11.081
Kyrgyzstan,1993,8.502
Kyrgyzstan,1994,6.147
Kyrgyzstan,1995,4.512
Kyrgyzstan,1997,5.575
Kyrgyzstan,1974,16.791
Kyrgyzstan,1925,0.313
Kyrgyzstan,1934,1.679
Kyrgyzstan,1923,0.266
Kyrgyzstan,1855,0.002
Kyrgyzstan,1856,0.0023333333333333
Kyrgyzstan,1857,0.0026666666666666
Kyrgyzstan,1858,0.003
Kyrgyzstan,1859,0.003
Kyrgyzstan,1860,0.004
Kyrgyzstan,1861,0.005
Kyrgyzstan,1862,0.005
Kyrgyzstan,1863,0.005
Kyrgyzstan,1854,0.0018
Kyrgyzstan,1864,0.005
Kyrgyzstan,1866,0.016
Kyrgyzstan,1867,0.019
Kyrgyzstan,1868,0.015
Kyrgyzstan,1869,0.021
Kyrgyzstan,1870,0.023
Kyrgyzstan,1871,0.031
Kyrgyzstan,1872,0.031
Kyrgyzstan,1873,0.03
Kyrgyzstan,1874,0.036
Kyrgyzstan,1865,0.005
Kyrgyzstan,1875,0.041
Kyrgyzstan,1853,0.0016
Kyrgyzstan,1851,0.0012
Kyrgyzstan,1831,0.0
Kyrgyzstan,1832,0.0
Kyrgyzstan,1833,0.0
Kyrgyzstan,1834,5.882352941176471e-05
Kyrgyzstan,1835,0.0001176470588235
Kyrgyzstan,1836,0.0001764705882352
Kyrgyzstan,1837,0.000235294117647
Kyrgyzstan,1838,0.0002941176470588
Kyrgyzstan,1839,0.0003529411764705
Kyrgyzstan,1852,0.0014
Kyrgyzstan,1840,0.0004117647058823
Kyrgyzstan,1842,0.0005294117647058
Kyrgyzstan,1843,0.0005882352941176
Kyrgyzstan,1844,0.0006470588235294
Kyrgyzstan,1845,0.0007058823529411
Kyrgyzstan,1846,0.0007647058823529
Kyrgyzstan,1847,0.0008235294117647
Kyrgyzstan,1848,0.0008823529411764
Kyrgyzstan,1849,0.0009411764705882
Kyrgyzstan,1850,0.001
Kyrgyzstan,1841,0.0004705882352941
Kyrgyzstan,1876,0.051
Kyrgyzstan,1830,0.0
Kyrgyzstan,1878,0.068
Kyrgyzstan,1904,0.476
Kyrgyzstan,1905,0.425
Kyrgyzstan,1906,0.485
Kyrgyzstan,1907,0.543
Kyrgyzstan,1908,0.546
Kyrgyzstan,1909,0.577
Kyrgyzstan,1910,0.565
Kyrgyzstan,1911,0.586
Kyrgyzstan,1912,0.664
Kyrgyzstan,1903,0.428
Kyrgyzstan,1913,0.721
Kyrgyzstan,1915,0.598
Kyrgyzstan,1916,0.637
Kyrgyzstan,1917,0.586
Kyrgyzstan,1918,0.234
Kyrgyzstan,1919,0.2
Kyrgyzstan,1920,0.182
Kyrgyzstan,1921,0.197
Kyrgyzstan,1922,0.241
Kyrgyzstan,1877,0.052
Kyrgyzstan,1914,0.651
Kyrgyzstan,1902,0.437
Kyrgyzstan,1924,0.317
Kyrgyzstan,1900,0.441
Kyrgyzstan,1879,0.07
Kyrgyzstan,1901,0.453
Kyrgyzstan,1881,0.087
Kyrgyzstan,1882,0.091
Kyrgyzstan,1883,0.104
Kyrgyzstan,1884,0.105
Kyrgyzstan,1885,0.115
Kyrgyzstan,1886,0.118
Kyrgyzstan,1887,0.125
Kyrgyzstan,1888,0.13
Kyrgyzstan,1880,0.082
Kyrgyzstan,1890,0.159
Kyrgyzstan,1891,0.175
Kyrgyzstan,1899,0.389
Kyrgyzstan,1892,0.185
Kyrgyzstan,1893,0.217
Kyrgyzstan,1894,0.221
Kyrgyzstan,1895,0.254
Kyrgyzstan,1896,0.259
Kyrgyzstan,1897,0.299
Kyrgyzstan,1898,0.336
Kyrgyzstan,1889,0.14
Latvia,1958,8.782
Latvia,1957,8.226
Latvia,1952,5.231
Latvia,1955,6.854
Latvia,1954,6.044
Latvia,1953,5.534
Latvia,1959,9.234
Latvia,1956,7.516
Latvia,1960,9.617
Latvia,1964,11.885
Latvia,1962,10.417
Latvia,1963,11.174
Latvia,1965,12.609
Latvia,1966,13.318
Latvia,1967,13.93
Latvia,1968,14.326
Latvia,1969,14.922
Latvia,1951,4.884
Latvia,1970,15.698
Latvia,1961,9.921
Latvia,1950,4.507
Latvia,1940,3.229
Latvia,1948,3.558
Latvia,1927,0.639
Latvia,1928,0.705
Latvia,1929,0.759
Latvia,1930,1.038
Latvia,1931,1.247
Latvia,1932,1.402
Latvia,1933,1.565
Latvia,1934,1.89
Latvia,1935,2.138
Latvia,1936,2.446
Latvia,1937,2.5
Latvia,1938,2.634
Latvia,1939,2.665
Latvia,1971,16.666
Latvia,1941,2.838
Latvia,1942,1.544
Latvia,1943,1.611
Latvia,1944,2.336
Latvia,1945,2.472
Latvia,1946,2.777
Latvia,1947,3.344
Latvia,1949,4.044
Latvia,1972,17.546
Latvia,1984,23.829
Latvia,1974,19.008
Latvia,2002,7.52
Latvia,2003,7.726
Latvia,2004,7.731
Latvia,2005,7.811
Latvia,2006,8.31
Latvia,2007,8.637
Latvia,2008,8.198
Latvia,2009,7.456
Latvia,2010,8.554
Latvia,2001,7.496
Latvia,2011,7.811
Latvia,2013,7.368
Latvia,2014,7.172
Latvia,2015,7.262
Latvia,2016,7.21
Latvia,2017,7.215
Latvia,2018,7.859
Latvia,2019,7.648
Latvia,1926,0.514
Latvia,2020,6.773
Latvia,2012,7.519
Latvia,2000,7.081
Latvia,1999,7.718
Latvia,1998,8.306
Latvia,1975,19.99
Latvia,1976,20.761
Latvia,1977,21.47
Latvia,1978,22.212
Latvia,1979,22.394
Latvia,1980,23.275
Latvia,1981,22.847
Latvia,1982,23.277
Latvia,1983,23.615
Latvia,1985,25.687
Latvia,1986,23.497
Latvia,1987,19.243
Latvia,1988,18.769
Latvia,1989,17.869
Latvia,1990,19.661
Latvia,1991,17.919
Latvia,1992,14.193
Latvia,1993,11.922
Latvia,1994,10.37
Latvia,1995,9.134
Latvia,1997,8.68
Latvia,1973,18.298
Latvia,1996,9.211
Latvia,1925,0.355
Latvia,1923,0.302
Latvia,1854,0.0018
Latvia,1855,0.002
Latvia,1856,0.0023333333333333
Latvia,1857,0.0026666666666666
Latvia,1858,0.003
Latvia,1859,0.003
Latvia,1860,0.005
Latvia,1861,0.006
Latvia,1862,0.005
Latvia,1852,0.0014
Latvia,1863,0.005
Latvia,1865,0.006
Latvia,1866,0.018
Latvia,1867,0.021
Latvia,1868,0.017
Latvia,1869,0.024
Latvia,1870,0.026
Latvia,1871,0.035
Latvia,1872,0.036
Latvia,1873,0.033
Latvia,1864,0.006
Latvia,1874,0.041
Latvia,1851,0.0012
Latvia,1849,0.0009411764705882
Latvia,1924,0.359
Latvia,1830,0.0
Latvia,1831,0.0
Latvia,1832,0.0
Latvia,1833,0.0
Latvia,1834,5.882352941176471e-05
Latvia,1835,0.0001176470588235
Latvia,1836,0.0001764705882352
Latvia,1837,0.000235294117647
Latvia,1850,0.001
Latvia,1838,0.0002941176470588
Latvia,1840,0.0004117647058823
Latvia,1841,0.0004705882352941
Latvia,1842,0.0005294117647058
Latvia,1843,0.0005882352941176
Latvia,1844,0.0006470588235294
Latvia,1845,0.0007058823529411
Latvia,1846,0.0007647058823529
Latvia,1847,0.0008235294117647
Latvia,1848,0.0008823529411764
Latvia,1839,0.0003529411764705
Latvia,1875,0.047
Latvia,1853,0.0016
Latvia,1877,0.059
Latvia,1902,0.496
Latvia,1903,0.485
Latvia,1904,0.54
Latvia,1905,0.482
Latvia,1906,0.549
Latvia,1907,0.615
Latvia,1908,0.619
Latvia,1909,0.654
Latvia,1910,0.641
Latvia,1911,0.665
Latvia,1912,0.753
Latvia,1913,0.818
Latvia,1914,0.738
Latvia,1915,0.677
Latvia,1916,0.722
Latvia,1917,0.664
Latvia,1918,0.265
Latvia,1919,0.226
Latvia,1920,0.206
Latvia,1921,0.224
Latvia,1876,0.058
Latvia,1901,0.513
Latvia,1900,0.5
Latvia,1922,0.273
Latvia,1878,0.077
Latvia,1879,0.079
Latvia,1880,0.093
Latvia,1881,0.098
Latvia,1882,0.103
Latvia,1883,0.118
Latvia,1899,0.441
Latvia,1885,0.13
Latvia,1886,0.134
Latvia,1887,0.141
Latvia,1888,0.147
Latvia,1884,0.12
Latvia,1890,0.18
Latvia,1891,0.199
Latvia,1892,0.21
Latvia,1893,0.246
Latvia,1894,0.251
Latvia,1895,0.288
Latvia,1896,0.293
Latvia,1897,0.339
Latvia,1898,0.38
Latvia,1889,0.159
Lithuania,1960,14.846
Lithuania,1959,14.259
Lithuania,1958,13.564
Lithuania,1953,8.547
Lithuania,1956,11.608
Lithuania,1955,10.577
Lithuania,1954,9.328
Lithuania,1957,12.704
Lithuania,1961,15.321
Lithuania,1972,27.281
Lithuania,1963,17.279
Lithuania,1964,18.386
Lithuania,1965,19.506
Lithuania,1966,20.603
Lithuania,1967,21.565
Lithuania,1968,22.193
Lithuania,1969,23.131
Lithuania,1970,24.34
Lithuania,1971,25.88
Lithuania,1952,8.079
Lithuania,1962,16.098
Lithuania,1951,7.545
Lithuania,1939,4.176
Lithuania,1949,6.26
Lithuania,1928,1.097
Lithuania,1929,1.183
Lithuania,1930,1.614
Lithuania,1931,1.94
Lithuania,1932,2.183
Lithuania,1933,2.441
Lithuania,1934,2.95
Lithuania,1935,3.335
Lithuania,1936,3.819
Lithuania,1950,6.968
Lithuania,1937,3.908
Lithuania,1940,5.005
Lithuania,1941,4.4
Lithuania,1942,2.408
Lithuania,1943,2.513
Lithuania,1944,3.644
Lithuania,1945,3.844
Lithuania,1946,4.31
Lithuania,1947,5.185
Lithuania,1948,5.509
Lithuania,1938,4.126
Lithuania,1973,28.491
Lithuania,1927,0.996
Lithuania,1975,31.203
Lithuania,2001,12.627
Lithuania,2002,12.699
Lithuania,2003,12.693
Lithuania,2004,13.287
Lithuania,2005,14.117
Lithuania,2006,14.434
Lithuania,2007,15.824
Lithuania,2008,15.203
Lithuania,2009,13.042
Lithuania,2000,11.876
Lithuania,2010,13.945
Lithuania,2012,14.345
Lithuania,2013,13.355
Lithuania,2014,13.107
Lithuania,2015,13.319
Lithuania,2016,13.351
Lithuania,2017,13.572
Lithuania,2018,13.696
Lithuania,2019,13.923
Lithuania,2020,13.799
Lithuania,2011,14.293
Lithuania,1999,13.483
Lithuania,1998,16.031
Lithuania,1997,15.196
Lithuania,1976,32.423
Lithuania,1977,33.555
Lithuania,1978,34.749
Lithuania,1979,35.046
Lithuania,1980,36.433
Lithuania,1981,35.814
Lithuania,1982,36.5
Lithuania,1983,37.059
Lithuania,1984,37.416
Lithuania,1985,40.311
Lithuania,1986,35.896
Lithuania,1987,35.967
Lithuania,1988,36.259
Lithuania,1989,36.651
Lithuania,1990,35.768
Lithuania,1991,37.85
Lithuania,1992,21.201
Lithuania,1993,16.354
Lithuania,1994,15.801
Lithuania,1995,15.092
Lithuania,1996,15.773
Lithuania,1974,29.637
Lithuania,1926,0.801
Lithuania,1842,0.0005294117647058
Lithuania,1924,0.56
Lithuania,1855,0.004
Lithuania,1856,0.0043333333333333
Lithuania,1857,0.0046666666666666
Lithuania,1858,0.005
Lithuania,1859,0.005
Lithuania,1860,0.007
Lithuania,1861,0.009
Lithuania,1862,0.008
Lithuania,1863,0.008
Lithuania,1854,0.0034
Lithuania,1864,0.009
Lithuania,1866,0.029
Lithuania,1867,0.033
Lithuania,1868,0.027
Lithuania,1869,0.037
Lithuania,1870,0.04
Lithuania,1871,0.054
Lithuania,1872,0.056
Lithuania,1873,0.052
Lithuania,1874,0.063
Lithuania,1865,0.009
Lithuania,1875,0.073
Lithuania,1853,0.0028
Lithuania,1851,0.0016
Lithuania,1831,0.0
Lithuania,1832,0.0
Lithuania,1833,0.0
Lithuania,1834,5.882352941176471e-05
Lithuania,1835,0.0001176470588235
Lithuania,1836,0.0001764705882352
Lithuania,1837,0.000235294117647
Lithuania,1838,0.0002941176470588
Lithuania,1839,0.0003529411764705
Lithuania,1852,0.0022
Lithuania,1840,0.0004117647058823
Lithuania,1925,0.553
Lithuania,1843,0.0005882352941176
Lithuania,1844,0.0006470588235294
Lithuania,1845,0.0007058823529411
Lithuania,1846,0.0007647058823529
Lithuania,1847,0.0008235294117647
Lithuania,1848,0.0008823529411764
Lithuania,1849,0.0009411764705882
Lithuania,1850,0.001
Lithuania,1841,0.0004705882352941
Lithuania,1876,0.091
Lithuania,1830,0.0
Lithuania,1878,0.121
Lithuania,1904,0.842
Lithuania,1905,0.751
Lithuania,1906,0.857
Lithuania,1907,0.96
Lithuania,1908,0.966
Lithuania,1909,1.02
Lithuania,1910,1.0
Lithuania,1877,0.092
Lithuania,1912,1.174
Lithuania,1903,0.757
Lithuania,1913,1.276
Lithuania,1915,1.057
Lithuania,1916,1.126
Lithuania,1917,1.037
Lithuania,1918,0.413
Lithuania,1919,0.353
Lithuania,1920,0.322
Lithuania,1921,0.349
Lithuania,1922,0.426
Lithuania,1923,0.47
Lithuania,1914,1.151
Lithuania,1902,0.773
Lithuania,1911,1.037
Lithuania,1900,0.78
Lithuania,1901,0.801
Lithuania,1880,0.145
Lithuania,1881,0.153
Lithuania,1882,0.161
Lithuania,1883,0.184
Lithuania,1884,0.187
Lithuania,1885,0.203
Lithuania,1886,0.208
Lithuania,1887,0.22
Lithuania,1888,0.23
Lithuania,1879,0.124
Lithuania,1890,0.281
Lithuania,1889,0.248
Lithuania,1898,0.594
Lithuania,1897,0.529
Lithuania,1896,0.458
Lithuania,1899,0.689
Lithuania,1894,0.391
Lithuania,1893,0.384
Lithuania,1892,0.328
Lithuania,1891,0.31
Lithuania,1895,0.45
Moldova,1959,14.977
Moldova,1952,8.464
Moldova,1953,8.958
Moldova,1954,9.787
Moldova,1955,11.101
Moldova,1956,12.175
Moldova,1957,13.329
Moldova,1958,14.235
Moldova,1960,15.608
Moldova,1966,21.674
Moldova,1962,16.926
Moldova,1963,18.158
Moldova,1964,19.317
Moldova,1965,20.507
Moldova,1967,22.678
Moldova,1968,23.328
Moldova,1969,24.303
Moldova,1970,25.578
Moldova,1971,27.151
Moldova,1961,16.11
Moldova,1951,7.902
Moldova,1928,1.145
Moldova,1949,6.538
Moldova,1972,28.576
Moldova,1929,1.233
Moldova,1930,1.677
Moldova,1931,2.015
Moldova,1932,2.269
Moldova,1933,2.536
Moldova,1934,3.068
Moldova,1935,3.472
Moldova,1936,3.981
Moldova,1937,4.071
Moldova,1938,4.297
Moldova,1939,4.35
Moldova,1940,5.214
Moldova,1941,4.582
Moldova,1942,2.492
Moldova,1943,2.6
Moldova,1944,3.771
Moldova,1945,3.992
Moldova,1946,4.487
Moldova,1947,5.403
Moldova,1948,5.751
Moldova,1950,7.29
Moldova,1973,29.801
Moldova,1997,7.301
Moldova,1975,32.555
Moldova,2002,4.052
Moldova,2003,4.404
Moldova,2004,4.613
Moldova,2005,4.938
Moldova,2006,5.03
Moldova,2007,4.979
Moldova,2008,5.19
Moldova,2009,4.54
Moldova,2010,4.831
Moldova,2001,3.787
Moldova,2011,4.945
Moldova,2013,4.899
Moldova,2014,4.759
Moldova,2015,4.782
Moldova,2016,4.904
Moldova,2017,5.221
Moldova,2018,5.433
Moldova,2019,5.156
Moldova,2020,5.147
Moldova,1927,1.031
Moldova,2012,4.766
Moldova,2000,3.573
Moldova,1999,4.685
Moldova,1998,6.444
Moldova,1976,33.805
Moldova,1977,34.958
Moldova,1978,36.156
Moldova,1979,36.443
Moldova,1980,37.871
Moldova,1981,37.181
Moldova,1982,37.865
Moldova,1983,38.419
Moldova,1984,38.766
Moldova,1985,41.765
Moldova,1986,40.694
Moldova,1987,38.56
Moldova,1988,39.708
Moldova,1989,38.695
Moldova,1990,36.634
Moldova,1991,29.631
Moldova,1992,20.978
Moldova,1993,15.846
Moldova,1994,12.427
Moldova,1995,11.405
Moldova,1996,11.687
Moldova,1974,30.956
Moldova,1926,0.829
Moldova,1921,0.361
Moldova,1924,0.58
Moldova,1855,0.004
Moldova,1856,0.0043333333333333
Moldova,1857,0.0046666666666666
Moldova,1858,0.005
Moldova,1859,0.006
Moldova,1860,0.007
Moldova,1861,0.009
Moldova,1862,0.008
Moldova,1863,0.009
Moldova,1854,0.0034
Moldova,1864,0.01
Moldova,1866,0.03
Moldova,1867,0.034
Moldova,1868,0.028
Moldova,1869,0.038
Moldova,1870,0.042
Moldova,1871,0.056
Moldova,1872,0.058
Moldova,1873,0.054
Moldova,1874,0.066
Moldova,1865,0.009
Moldova,1853,0.0028
Moldova,1852,0.0022
Moldova,1851,0.0016
Moldova,1830,0.0
Moldova,1831,0.0
Moldova,1832,0.0
Moldova,1833,0.0
Moldova,1925,0.572
Moldova,1835,0.0001176470588235
Moldova,1836,0.0001764705882352
Moldova,1837,0.000235294117647
